user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
24557,7654,2023-07-13 23:33:01,YouTuber,GitHub Copilot,Legal Drafting,1,high,6.5,5.7375539434823715,7.62,medium,6,5,3.06,1,0,none,6,medium,1,freemium,50,high
21417,154037,2023-07-04 13:43:34,Entrepreneur,Midjourney,Presentation Creation,1,medium,6.5,5.350503233637676,11.49,medium,6,5,3.54,1,1,incomplete,8,medium,0,paid,49,high
39585,134261,2024-06-12 07:47:08,Professor,Synthesia,Code Debugging,5,medium,8.5,6.71517858203963,17.85,high,9,6,6.06,0,0,none,5,low,0,free,44,high
32954,37384,2023-10-30 16:35:20,Journalist,Pictory,Image Generation,3,medium,7.5,4.4469201087111045,30.53,medium,8,5,3.72,0,1,incomplete,7,low,1,free,31,low
36082,1307,2023-01-12 14:20:30,Civil Engineer,ChatGPT,Essay Writing,1,high,9.0,3.557377015321787,54.43,high,9,4,6.17,0,0,none,9,high,0,paid,28,high
29644,177850,2024-06-29 16:50:11,Sales Executive,Canva AI,UI Design,4,high,8.0,6.602395747387458,13.98,high,8,7,6.45,1,0,none,7,high,0,paid,33,low
46688,63783,2023-03-12 09:07:53,Teacher,Midjourney,UI Design,3,low,7.5,3.931157961625936,35.69,medium,7,2,4.77,1,0,none,7,medium,1,paid,10,high
21629,31949,2024-09-28 19:03:53,YouTuber,Midjourney,Resume Building,5,high,8.5,4.724178661963743,37.76,high,8,3,3.48,1,1,incomplete,9,medium,1,paid,30,high
36560,112083,2024-05-22 16:16:58,Video Editor,Grammarly AI,Marketing Copy,1,low,6.5,6.5638372221225865,-0.64,medium,5,8,6.03,1,0,none,9,medium,0,freemium,37,high
3662,119928,2023-12-23 17:28:07,Scientist,Pictory,Legal Drafting,2,low,7.0,4.980112590853854,20.2,medium,7,4,7.74,0,0,none,5,medium,1,free,60,high
21370,16506,2023-04-27 20:39:27,Architect,Runway AI,Image Generation,3,high,7.5,3.1195276678323576,43.8,medium,7,4,4.6,0,1,irrelevant,5,low,1,free,40,low
14781,1453,2024-04-24 07:21:59,Researcher,ChatGPT,Data Analysis,4,low,8.0,4.432636734237309,35.67,high,7,5,7.3,0,0,none,6,medium,1,freemium,26,low
16740,165107,2023-12-10 21:11:38,HR Manager,Pictory,Exam Preparation,1,low,6.5,5.679198839176287,8.21,medium,6,5,6.44,0,0,none,6,low,0,freemium,6,high
29464,58951,2023-08-13 14:55:41,Content Creator,ChatGPT,Code Debugging,3,low,7.5,6.282604778295338,12.17,medium,6,7,5.57,0,1,incomplete,7,high,1,paid,43,low
34572,7063,2024-12-12 18:09:10,Sales Executive,Synthesia,Resume Building,6,low,9.0,4.9356204097276395,40.64,high,9,5,4.09,0,1,incomplete,9,low,0,paid,22,low
45811,158862,2024-04-10 19:38:41,Nurse,Synthesia,Legal Drafting,5,medium,8.5,3.812667178510305,46.87,high,9,3,5.9,1,1,irrelevant,6,high,1,paid,30,medium
40512,48976,2023-09-28 02:36:42,Military Officer,Notion AI,Learning New Topic,1,high,6.5,5.65228904014641,8.48,medium,6,4,3.29,1,0,none,8,low,0,free,11,low
20091,44109,2024-10-23 09:12:14,Student,ChatGPT,Code Generation,4,medium,8.0,5.977566112344245,20.22,high,7,6,4.97,1,0,none,7,medium,0,freemium,21,high
11483,79290,2023-02-10 21:14:07,Entrepreneur,Synthesia,Medical Notes,6,high,9.0,6.759375808142061,22.41,high,9,7,5.35,1,0,none,9,medium,1,free,10,high
49700,52582,2023-01-25 02:15:40,Scientist,Cursor AI,UI Design,4,low,8.0,4.576735165065372,34.23,high,7,4,3.41,1,0,none,7,low,0,freemium,36,medium
14038,38002,2024-04-13 02:01:00,YouTuber,Notion AI,Resume Building,6,low,9.0,6.861965990505233,21.38,high,9,8,7.41,0,0,none,10,medium,0,freemium,34,low
25780,79457,2023-10-13 15:15:20,Student,DALL-E,UI Design,2,low,7.0,6.31859181607634,6.81,medium,6,6,7.31,1,0,none,7,medium,0,paid,39,high
29275,153805,2023-11-17 09:49:33,Graphic Designer,AutoGPT,Marketing Copy,5,low,8.5,4.36468331575126,41.35,high,9,4,3.34,1,0,none,10,medium,1,paid,37,high
4629,66581,2023-07-15 14:54:18,Lawyer,Runway AI,Research Summary,1,high,6.5,3.635359601657443,28.65,medium,7,2,7.31,0,0,none,6,medium,0,freemium,38,medium
45265,52230,2023-07-17 00:37:18,Pharmacist,Runway AI,Presentation Creation,1,high,6.5,5.631031998349915,8.69,medium,6,5,5.58,1,0,none,7,medium,1,freemium,19,low
26016,30958,2023-12-30 09:42:16,Pharmacist,Claude,Resume Building,2,high,7.0,4.131809727042165,28.68,medium,7,2,4.92,1,0,none,7,high,1,freemium,33,high
13375,52660,2024-11-20 23:48:44,Pharmacist,Grammarly AI,Blog Writing,3,high,10.0,6.226196984027611,37.74,high,9,5,6.51,0,0,none,5,medium,1,freemium,13,high
36184,383,2024-07-23 16:42:53,Video Editor,Gemini,Exam Preparation,2,low,7.0,6.499806852464806,5.0,medium,6,5,5.53,1,0,none,10,medium,0,free,49,low
46085,157757,2023-04-11 03:16:06,Teacher,Gemini,Marketing Copy,5,medium,8.5,5.768401509270152,27.32,high,8,6,3.38,0,0,none,7,medium,1,free,60,low
35769,4140,2023-05-02 22:40:35,Student,Claude,Legal Drafting,6,high,9.0,5.1042437199707535,38.96,high,8,5,4.97,1,0,none,10,medium,1,free,12,low
19667,151139,2023-11-20 15:57:22,Video Editor,AutoGPT,Code Generation,4,high,8.0,3.775923659972139,42.24,high,8,3,6.08,1,0,none,6,low,0,paid,53,medium
47691,29338,2024-05-05 22:46:12,Judge,Canva AI,Business Strategy,6,low,9.0,3.0417214846585643,59.58,high,8,2,7.26,1,0,none,5,low,1,freemium,14,high
22249,96292,2024-02-05 16:39:41,Police Officer,ChatGPT,Marketing Copy,6,high,9.0,5.859240572260994,31.41,high,8,4,5.55,1,0,none,7,low,1,free,9,low
40677,4733,2024-10-24 15:42:04,Consultant,Pictory,Learning New Topic,4,medium,8.0,6.739963974705222,12.6,high,8,6,5.53,0,1,irrelevant,5,medium,0,free,54,medium
28573,57869,2024-04-14 16:02:13,Judge,AutoGPT,Blog Writing,5,low,8.5,4.501593192579527,39.98,high,7,4,5.37,1,0,none,5,low,0,paid,53,high
40841,152207,2024-02-29 03:06:48,Video Editor,ChatGPT,Code Generation,3,medium,7.5,5.440403919654297,20.6,medium,7,5,3.37,0,1,incomplete,8,low,0,freemium,30,medium
548,136965,2023-07-17 02:31:50,Electrical Engineer,Midjourney,Image Generation,1,medium,10.0,3.985274962567384,60.15,high,9,3,5.68,1,0,none,7,low,1,freemium,15,medium
21803,18841,2024-11-10 21:25:31,Content Creator,Runway AI,Data Analysis,2,high,7.0,6.207480478053327,7.93,medium,7,7,4.85,1,0,none,7,high,1,freemium,57,medium
16391,16421,2024-04-17 01:14:23,Civil Engineer,AutoGPT,Medical Notes,4,medium,8.0,5.704725087478293,22.95,high,7,4,8.98,0,1,hallucination,8,high,1,paid,9,high
4697,6110,2024-12-07 19:43:38,HR Manager,Synthesia,Learning New Topic,3,medium,7.5,3.470487295723047,40.3,medium,7,3,8.13,0,0,none,8,high,1,paid,48,medium
19539,108652,2024-02-15 01:37:41,YouTuber,AutoGPT,Marketing Copy,1,low,6.5,3.0988903256656104,34.01,medium,7,2,3.22,0,0,none,8,low,1,free,29,medium
11108,139964,2023-02-11 15:21:49,Data Scientist,Notion AI,Legal Drafting,1,medium,6.5,4.819846102941786,16.8,medium,5,3,5.1,0,1,irrelevant,9,low,1,free,28,low
15878,159403,2024-06-11 20:14:26,Content Creator,Replit Ghostwriter,Medical Notes,4,low,8.0,3.288075402843764,47.12,high,7,3,6.39,0,0,none,5,medium,1,free,9,medium
27293,151109,2023-07-14 18:53:26,Judge,Cursor AI,Marketing Copy,3,low,7.5,4.268864159622274,32.31,medium,8,4,4.89,1,1,hallucination,10,medium,1,free,46,low
26151,94122,2023-03-08 00:27:22,Scientist,Notion AI,Exam Preparation,4,low,8.0,3.3638040051466342,46.36,high,7,4,8.38,1,0,none,9,high,1,free,20,high
18630,165030,2023-06-12 01:08:19,Mechanical Engineer,ChatGPT,Image Generation,6,high,9.0,3.4556752454486954,55.44,high,8,4,7.14,0,0,none,8,low,0,paid,32,medium
719,135859,2023-09-14 08:38:23,Police Officer,AutoGPT,Learning New Topic,5,high,8.5,3.152363247413233,53.48,high,7,2,8.14,1,1,irrelevant,7,high,1,paid,39,high
40053,150468,2024-08-03 15:47:05,Business Analyst,Cursor AI,Code Debugging,2,medium,10.0,5.128328965456911,48.72,high,9,4,6.71,0,0,none,6,low,0,paid,16,low
8447,145119,2024-04-05 14:36:04,Nurse,DALL-E,Data Analysis,1,high,6.5,3.3528522930254607,31.47,medium,7,2,8.98,0,1,irrelevant,10,low,0,free,10,low
37750,34722,2024-05-17 23:48:33,Marketing Manager,Notion AI,Image Generation,5,medium,8.5,3.150913483935707,53.49,high,8,3,6.98,0,1,irrelevant,10,high,0,paid,46,low
25210,173198,2024-07-31 02:49:00,Electrical Engineer,AutoGPT,Presentation Creation,1,low,6.5,6.703158957133974,-2.03,medium,7,7,5.58,0,0,none,6,medium,1,freemium,60,medium
26737,153742,2024-05-26 11:38:57,Nurse,Runway AI,Exam Preparation,4,low,8.0,6.773966306716772,12.26,high,8,8,5.9,1,0,none,9,low,0,freemium,15,high
44221,167495,2024-04-21 08:10:04,Researcher,Synthesia,Marketing Copy,6,high,9.0,3.5000995412964406,55.0,high,9,3,5.58,0,0,none,9,high,0,freemium,49,high
6849,170280,2023-05-28 23:01:35,Entrepreneur,Perplexity AI,Marketing Copy,4,low,8.0,6.793364030294409,12.07,high,7,6,8.58,0,0,none,6,low,0,free,32,low
44147,149211,2023-10-25 01:20:25,Sales Executive,ChatGPT,Data Analysis,6,low,9.0,5.171094022669228,38.29,high,9,6,8.95,1,0,none,7,high,0,freemium,45,low
42293,53762,2024-08-24 13:51:09,Mechanical Engineer,Canva AI,Code Generation,6,high,9.0,4.594547896977936,44.05,high,8,5,8.5,1,0,none,8,high,0,paid,44,low
12120,194284,2023-04-17 23:57:54,Graphic Designer,Pictory,UI Design,4,low,8.0,6.965933362503922,10.34,high,7,6,8.18,0,1,irrelevant,6,medium,1,free,43,high
9514,79160,2023-01-04 09:30:08,Sales Executive,Cursor AI,Image Generation,4,medium,8.0,3.980097931575854,40.2,high,8,3,8.48,1,0,none,7,high,1,freemium,52,high
21212,28182,2023-12-22 20:43:33,Graphic Designer,Synthesia,Data Analysis,4,medium,8.0,3.9038283869319215,40.96,high,8,2,3.11,1,0,none,10,high,1,paid,27,low
23225,197592,2023-08-29 20:29:47,Video Editor,Synthesia,Code Debugging,2,low,7.0,5.48723787146116,15.13,medium,6,4,6.31,1,0,none,5,high,1,free,43,low
25446,63056,2023-03-19 02:44:37,Professor,Perplexity AI,Blog Writing,5,medium,8.5,6.563101845792704,19.37,high,8,5,3.16,1,0,none,7,high,1,freemium,23,medium
42631,187782,2023-05-04 01:05:44,Student,Midjourney,Image Generation,2,low,10.0,6.369234793475462,36.31,high,10,5,5.15,1,0,none,5,high,0,paid,31,medium
40417,106846,2023-12-05 13:18:19,Professor,GitHub Copilot,Presentation Creation,5,medium,8.5,6.740929055485315,17.59,high,8,5,5.13,0,0,none,7,medium,1,free,8,high
36560,90023,2024-07-30 14:33:31,Researcher,Claude,Blog Writing,2,high,7.0,3.73035036055818,32.7,medium,6,3,6.42,1,1,incomplete,10,medium,0,freemium,53,high
10675,106551,2024-12-02 02:36:27,Doctor,Grammarly AI,Business Strategy,6,high,9.0,5.630158418817375,33.7,high,8,4,6.88,1,0,none,6,high,1,freemium,24,low
16338,170676,2024-09-08 22:58:01,Student,GitHub Copilot,Essay Writing,4,low,8.0,6.948797964088008,10.51,high,8,8,4.71,0,0,none,8,medium,1,free,12,medium
36322,59857,2023-05-29 14:24:28,Mechanical Engineer,AutoGPT,Marketing Copy,6,high,9.0,5.160074404625205,38.4,high,8,6,5.59,0,0,none,7,high,1,freemium,58,low
34826,30476,2023-11-26 21:29:00,Architect,Canva AI,UI Design,1,high,6.5,4.135677844545738,23.64,medium,7,4,7.96,0,0,none,8,low,0,freemium,27,high
39063,168558,2023-11-24 00:08:25,Lawyer,Replit Ghostwriter,Presentation Creation,6,medium,9.0,3.983780665258342,50.16,high,9,4,8.72,1,0,none,8,medium,1,paid,30,medium
15315,113027,2024-04-03 13:36:01,Scientist,Pictory,Data Analysis,4,medium,8.0,6.214529094092855,17.85,high,7,5,7.26,1,0,none,9,low,1,free,41,low
21408,52961,2023-11-09 21:53:39,Police Officer,Gemini,Business Strategy,4,medium,8.0,5.574875839232376,24.25,high,7,6,3.42,1,1,irrelevant,5,high,1,freemium,34,medium
21197,87437,2024-11-07 14:15:30,Interior Designer,Runway AI,Legal Drafting,6,medium,9.0,4.136939079591572,48.63,high,9,4,6.98,1,1,hallucination,6,high,1,paid,45,high
25224,156400,2023-04-14 16:38:41,Electrical Engineer,GitHub Copilot,Blog Writing,6,high,9.0,5.668468793983699,33.32,high,8,5,7.73,0,0,none,9,high,1,freemium,10,medium
44402,18383,2023-07-25 18:50:28,Journalist,Replit Ghostwriter,Data Analysis,4,high,8.0,4.282883530908894,37.17,high,8,5,5.72,1,0,none,9,medium,1,freemium,51,low
37861,140646,2023-03-30 01:35:03,YouTuber,Synthesia,Blog Writing,5,low,8.5,3.4382266282491214,50.62,high,8,3,3.54,1,0,none,9,medium,1,paid,34,medium
17653,151244,2023-02-25 14:18:46,Content Creator,Claude,Learning New Topic,6,high,9.0,4.13442081489449,48.66,high,8,3,5.35,0,0,none,9,medium,0,free,8,high
44531,1688,2024-09-06 03:46:44,HR Manager,Gemini,Essay Writing,3,medium,10.0,3.869264039685483,61.31,high,10,2,7.88,0,0,none,9,low,1,freemium,13,high
1410,174133,2024-12-12 02:26:47,Data Scientist,Claude,Marketing Copy,1,medium,6.5,3.86125093945352,26.39,medium,7,3,5.96,0,0,none,7,high,0,free,17,low
32326,27253,2023-11-27 14:59:24,Pharmacist,GitHub Copilot,Marketing Copy,1,medium,6.5,4.217488648121204,22.83,medium,5,4,8.69,0,0,none,10,medium,0,free,20,high
44420,152838,2023-03-27 13:09:26,Business Analyst,DALL-E,Essay Writing,1,low,6.5,5.348331440139385,11.52,medium,7,6,8.36,1,0,none,9,medium,1,paid,21,medium
14430,115685,2023-05-19 16:06:47,Lawyer,Gemini,Presentation Creation,1,high,6.5,3.921740445901039,25.78,medium,7,4,4.68,1,0,none,10,low,1,freemium,7,low
7859,69140,2024-09-03 16:49:38,Electrical Engineer,Notion AI,Learning New Topic,5,high,8.5,4.003964746463772,44.96,high,8,4,3.73,1,0,none,5,high,1,paid,25,medium
24893,68366,2024-02-04 01:06:50,Content Creator,AutoGPT,Research Summary,4,low,8.0,6.23419748210688,17.66,high,7,5,4.66,0,1,irrelevant,8,low,1,freemium,39,high
5019,183261,2023-10-04 04:45:24,Military Officer,AutoGPT,Resume Building,3,high,7.5,6.891161549141373,6.09,medium,8,7,8.26,0,0,none,10,low,1,freemium,42,high
36077,64519,2023-10-21 17:38:21,Military Officer,Replit Ghostwriter,UI Design,1,low,6.5,6.513589847548098,-0.14,medium,5,6,6.12,1,0,none,8,low,1,freemium,47,low
47122,108616,2024-01-07 08:52:27,YouTuber,GitHub Copilot,Blog Writing,2,high,7.0,4.600866647887312,23.99,medium,6,3,8.94,1,0,none,10,medium,0,freemium,60,low
23485,53936,2023-04-20 13:09:41,Sales Executive,Canva AI,Data Analysis,2,high,7.0,6.560036427483224,4.4,medium,7,6,4.63,1,1,irrelevant,7,medium,0,freemium,60,medium
7031,59402,2023-06-28 05:59:40,Journalist,Canva AI,Image Generation,5,high,8.5,3.133749287282264,53.66,high,8,1,8.88,0,1,incomplete,10,medium,0,free,50,high
49169,66807,2024-01-13 15:43:43,Entrepreneur,Canva AI,Email Drafting,5,low,8.5,6.664433846750807,18.36,high,8,5,7.59,1,1,incomplete,5,medium,1,paid,15,low
5859,135598,2024-05-08 14:56:34,Content Creator,ChatGPT,Exam Preparation,1,low,6.5,3.8611264160317904,26.39,medium,6,3,5.36,1,0,none,9,medium,0,paid,25,low
16222,103357,2024-01-09 00:15:04,Doctor,GitHub Copilot,Legal Drafting,5,medium,8.5,6.8814617447203155,16.19,high,7,6,3.26,1,1,incomplete,5,low,0,freemium,15,low
18785,60720,2023-01-05 02:11:01,Researcher,DALL-E,Code Generation,3,high,7.5,3.287114846793238,42.13,medium,7,4,6.48,1,0,none,8,medium,1,freemium,54,high
4132,194098,2024-08-04 13:30:15,Student,ChatGPT,Code Generation,5,medium,8.5,6.342916211923266,21.57,high,8,7,8.19,0,1,incomplete,9,high,0,free,42,high
12174,174466,2023-02-02 16:22:22,Content Creator,Claude,Essay Writing,2,high,7.0,3.4253767397275885,35.75,medium,6,3,7.59,1,0,none,5,low,1,paid,7,medium
33811,33731,2023-10-01 10:55:33,Entrepreneur,Canva AI,Essay Writing,4,medium,8.0,4.378831817346047,36.21,high,7,4,3.54,1,0,none,9,medium,0,free,58,high
23897,194732,2023-09-03 07:17:37,Graphic Designer,Pictory,Presentation Creation,1,low,6.5,4.927290998597724,15.73,medium,5,4,4.06,0,0,none,9,medium,1,freemium,57,high
25790,125576,2023-05-29 07:35:13,Entrepreneur,Notion AI,Data Analysis,5,high,8.5,4.2528327146839064,42.47,high,8,3,4.42,1,1,hallucination,9,low,1,paid,9,high
32920,135673,2023-03-04 03:28:47,Accountant,Grammarly AI,Essay Writing,5,low,10.0,6.482816400645092,35.17,high,9,5,4.2,1,0,none,8,high,1,freemium,58,medium
21808,154933,2024-06-01 12:34:11,Software Developer,DALL-E,Email Drafting,2,medium,7.0,6.59582124012063,4.04,medium,6,7,6.23,0,0,none,8,low,0,paid,21,low
6773,122874,2024-07-26 19:23:32,Police Officer,DALL-E,Image Generation,4,low,10.0,5.345205085339453,46.55,high,9,6,4.13,0,0,none,8,low,0,paid,58,medium
13781,63393,2023-11-22 00:59:34,Sales Executive,AutoGPT,Code Debugging,3,low,7.5,5.9050392506101685,15.95,medium,7,6,4.74,1,0,none,8,high,0,free,27,high
21251,11287,2023-12-23 06:22:36,Teacher,ChatGPT,Medical Notes,4,medium,8.0,6.619084729643108,13.81,high,8,6,4.64,0,0,none,10,medium,0,free,12,low
1732,107214,2024-07-21 13:58:02,Content Creator,DALL-E,Video Creation,4,high,8.0,5.706188709662442,22.94,high,8,6,6.88,1,1,incomplete,9,high,1,freemium,56,medium
3224,124377,2024-09-23 02:21:07,Civil Engineer,Replit Ghostwriter,Business Strategy,6,medium,9.0,3.844770276702708,51.55,high,8,5,8.43,1,0,none,5,high,0,freemium,39,high
19020,124983,2023-03-18 03:57:34,Pharmacist,Claude,UI Design,5,medium,8.5,5.357870587264996,31.42,high,8,6,6.81,0,0,none,7,high,0,freemium,37,low
34040,142586,2024-07-08 04:49:09,Doctor,GitHub Copilot,Code Generation,6,medium,10.0,3.988939279002117,60.11,high,9,3,5.2,0,0,none,9,low,0,free,6,medium
3924,92642,2024-06-20 17:58:12,Lawyer,Replit Ghostwriter,Marketing Copy,3,high,7.5,6.784000761092255,7.16,medium,6,7,5.71,0,0,none,5,low,0,free,39,high
17003,28313,2024-05-20 02:53:21,Nurse,Synthesia,Email Drafting,5,high,8.5,4.4293042537512175,40.71,high,8,5,5.12,0,1,hallucination,7,low,1,freemium,44,low
21362,86700,2023-12-21 18:57:48,Teacher,Perplexity AI,Marketing Copy,3,high,7.5,6.807431882735198,6.93,medium,6,5,6.49,0,1,hallucination,8,high,0,freemium,24,medium
18621,160336,2023-03-12 01:42:32,Researcher,Midjourney,Resume Building,3,low,7.5,4.080984602600251,34.19,medium,7,4,4.24,0,0,none,8,high,0,free,50,high
38189,135944,2024-12-12 20:48:57,Journalist,Midjourney,Learning New Topic,2,medium,7.0,4.272794216101049,27.27,medium,6,2,8.96,1,0,none,10,high,1,paid,39,low
40932,171218,2023-05-23 15:46:22,Scientist,AutoGPT,Video Creation,3,high,7.5,4.039160416994238,34.61,medium,6,3,4.13,1,0,none,6,medium,1,free,34,medium
7663,82793,2023-12-23 21:49:27,Journalist,Canva AI,Image Generation,3,high,7.5,3.247904180244072,42.52,medium,7,2,3.36,1,0,none,6,low,0,free,12,low
37421,41273,2023-09-03 23:19:30,Sales Executive,Synthesia,Legal Drafting,6,high,9.0,4.95622659136526,40.44,high,9,4,4.35,0,1,incomplete,6,high,1,freemium,17,low
23388,193586,2024-12-27 16:43:17,Researcher,GitHub Copilot,UI Design,2,low,7.0,5.424942997121473,15.75,medium,6,6,3.81,1,0,none,5,low,1,freemium,26,high
31549,150540,2024-11-05 15:57:51,Researcher,Gemini,Code Debugging,4,medium,8.0,3.0655278751273265,49.34,high,7,3,4.53,0,1,hallucination,7,medium,1,paid,19,low
16577,178455,2024-11-06 09:01:17,Scientist,Notion AI,Essay Writing,5,high,8.5,5.26276274277177,32.37,high,9,4,3.02,1,0,none,9,low,0,paid,35,high
5026,72384,2024-10-03 22:45:24,Judge,Runway AI,Medical Notes,4,medium,8.0,4.271551549372463,37.28,high,7,4,7.67,0,1,incomplete,5,high,1,paid,25,high
6153,59773,2024-07-31 15:18:51,Accountant,Perplexity AI,Essay Writing,4,low,8.0,6.646263635164408,13.54,high,7,7,4.46,1,0,none,10,medium,1,paid,21,medium
22018,139572,2024-04-17 00:22:50,Judge,AutoGPT,Code Debugging,2,medium,7.0,3.8790467679057614,31.21,medium,7,4,7.98,0,0,none,8,high,0,free,16,low
9574,32355,2023-11-25 16:55:58,Consultant,Synthesia,Resume Building,5,high,8.5,6.876177142327526,16.24,high,9,6,7.04,1,0,none,6,low,0,paid,49,high
5614,113013,2024-02-14 17:28:53,YouTuber,Synthesia,Business Strategy,3,low,7.5,5.349407112212198,21.51,medium,8,4,4.45,1,0,none,6,high,1,freemium,18,high
26544,18926,2024-09-12 22:00:57,Content Creator,ChatGPT,Resume Building,5,low,8.5,6.090596309366972,24.09,high,7,6,8.9,1,0,none,7,low,1,paid,20,medium
11692,118686,2023-04-14 19:47:14,Lawyer,Gemini,Research Summary,5,medium,8.5,6.266992054800318,22.33,high,7,5,3.75,0,0,none,10,high,1,freemium,27,low
35572,159135,2023-12-29 00:38:30,Military Officer,Midjourney,UI Design,2,medium,7.0,5.399502997118467,16.0,medium,6,4,3.63,0,0,none,5,medium,0,free,15,low
13363,5778,2023-02-17 09:37:42,Professor,Perplexity AI,Code Generation,5,high,8.5,6.751295314082213,17.49,high,9,5,5.72,1,0,none,5,medium,0,paid,40,medium
11365,187489,2023-08-06 08:28:40,Accountant,Runway AI,Marketing Copy,4,high,8.0,5.062634781769335,29.37,high,7,4,8.15,1,0,none,5,medium,0,paid,20,high
36494,30516,2024-07-14 16:04:01,YouTuber,Replit Ghostwriter,Learning New Topic,4,low,8.0,3.8205277119622023,41.79,high,8,3,5.69,1,0,none,7,medium,1,freemium,25,medium
44141,27817,2024-10-12 08:35:51,Professor,DALL-E,UI Design,1,high,6.5,3.374629585245177,31.25,medium,6,3,6.8,0,1,irrelevant,9,medium,1,free,30,high
35059,196247,2023-06-23 20:57:22,Content Creator,Claude,Marketing Copy,4,low,8.0,3.3701565181308126,46.3,high,7,2,4.98,0,0,none,6,low,1,free,13,medium
9935,146838,2024-07-22 18:20:47,Entrepreneur,Synthesia,Data Analysis,5,high,8.5,6.849526523303373,16.5,high,9,6,5.78,1,1,irrelevant,5,low,0,freemium,13,high
30132,199581,2024-05-27 07:51:29,Software Developer,Grammarly AI,Marketing Copy,4,low,8.0,4.10371552366213,38.96,high,8,4,6.65,0,0,none,7,medium,0,free,37,high
48702,68294,2024-12-14 10:07:44,Sales Executive,GitHub Copilot,Medical Notes,2,high,7.0,5.237277518145057,17.63,medium,7,5,4.52,0,0,none,6,high,0,paid,58,high
34725,28514,2024-10-15 11:05:10,Professor,Gemini,Medical Notes,4,high,8.0,6.0981215486124345,19.02,high,8,6,7.04,0,1,incomplete,8,high,0,free,48,low
18001,155149,2023-01-30 16:27:50,Architect,Runway AI,UI Design,5,low,8.5,6.28475249115249,22.15,high,8,4,3.95,1,0,none,8,low,1,free,6,medium
18486,68020,2023-02-16 19:40:15,Interior Designer,Gemini,Code Debugging,3,high,7.5,5.524573693997021,19.75,medium,7,6,8.71,1,1,hallucination,8,low,0,free,33,high
6119,54140,2023-01-01 16:45:33,Judge,Pictory,Marketing Copy,3,high,7.5,3.285676484127187,42.14,medium,8,4,7.49,1,0,none,8,medium,1,freemium,5,medium
25011,142327,2023-10-10 00:55:23,Police Officer,Grammarly AI,Data Analysis,6,medium,9.0,5.156412983395191,38.44,high,9,5,7.73,1,1,irrelevant,10,high,1,free,14,high
39930,191086,2024-04-24 05:13:01,Entrepreneur,Pictory,Code Generation,4,medium,8.0,4.675864768094934,33.24,high,8,5,4.15,1,0,none,8,low,1,free,53,medium
20664,21565,2023-10-26 04:29:29,Lawyer,DALL-E,Blog Writing,1,high,6.5,5.409197993807627,10.91,medium,6,5,5.3,1,0,none,8,medium,1,freemium,18,medium
26316,161653,2024-11-25 01:36:44,Data Scientist,Synthesia,UI Design,3,medium,7.5,4.183681025461828,33.16,medium,7,2,6.41,0,1,hallucination,8,high,1,free,15,medium
37805,168851,2024-05-28 23:46:34,Entrepreneur,DALL-E,Medical Notes,3,medium,7.5,6.926930183139564,5.73,medium,7,6,8.73,0,1,irrelevant,7,medium,0,freemium,36,medium
37693,84757,2024-06-05 23:06:20,Mechanical Engineer,Canva AI,Code Generation,4,high,8.0,5.896674420682498,21.03,high,7,4,3.91,1,0,none,6,low,1,paid,28,low
11730,150285,2023-02-04 13:37:04,Professor,DALL-E,Blog Writing,5,high,8.5,6.00303721307118,24.97,high,9,7,4.39,0,0,none,6,medium,1,free,45,low
42794,127019,2024-05-14 05:43:57,Lawyer,Claude,Blog Writing,2,medium,7.0,5.673996952056538,13.26,medium,7,5,4.7,0,0,none,6,high,1,freemium,58,high
32115,90338,2024-03-20 03:39:10,Police Officer,AutoGPT,Data Analysis,4,low,8.0,4.512235021505231,34.88,high,8,3,7.3,0,0,none,7,medium,0,paid,60,low
20660,36306,2023-06-21 05:01:49,Teacher,AutoGPT,Image Generation,2,low,7.0,5.220157716822603,17.8,medium,6,4,4.54,1,0,none,8,medium,0,paid,10,medium
21208,128275,2024-10-07 15:15:59,Teacher,Perplexity AI,Medical Notes,6,high,9.0,5.899705355898929,31.0,high,8,6,8.81,1,0,none,10,low,0,free,28,high
8288,116790,2023-11-13 14:53:23,Content Creator,GitHub Copilot,Learning New Topic,5,medium,8.5,6.2420098716636305,22.58,high,8,6,4.7,1,0,none,8,high,0,paid,30,medium
36645,160033,2024-12-29 07:52:45,Lawyer,ChatGPT,Exam Preparation,6,high,9.0,3.913290099646461,50.87,high,9,4,5.5,0,0,none,9,low,0,freemium,40,low
5105,196420,2023-04-04 23:17:54,Judge,Canva AI,Code Generation,1,high,6.5,3.959724901196035,25.4,medium,5,2,4.75,1,0,none,7,low,1,freemium,26,medium
9263,187286,2023-10-28 05:23:49,Nurse,AutoGPT,UI Design,3,low,7.5,4.3851537977211725,31.15,medium,6,3,6.18,0,0,none,9,low,1,paid,24,high
11657,143578,2024-02-11 01:35:07,Journalist,ChatGPT,Medical Notes,1,high,6.5,4.01262068763744,24.87,medium,6,5,6.45,0,0,none,8,medium,0,free,45,low
44771,192977,2023-01-06 13:05:25,Entrepreneur,Cursor AI,Exam Preparation,3,medium,7.5,4.631274961680085,28.69,medium,7,5,3.55,1,0,none,9,high,0,paid,57,medium
